cycle;time;mode;cc/cv;voltage;current;temperature;cumul.Ah;cumul.Wh;DCresistance
2;807;CHA;CC;3.746;11.25;65481.000;0.5248;1.880;0.00
2;808;CHA;CC;3.746;11.25;65480.000;0.5280;1.892;0.00
2;809;CHA;CC;3.746;11.25;65481.000;0.5311;1.903;0.00
2;810;CHA;CC;3.746;11.25;65481.000;0.5342;1.915;0.00
2;811;CHA;CC;3.747;11.24;65482.000;0.5373;1.927;0.00
2;812;CHA;CC;3.747;11.24;65481.000;0.5405;1.939;0.00
2;813;CHA;CC;3.747;11.25;65482.000;0.5436;1.950;0.00
2;814;CHA;CC;3.747;11.25;65481.000;0.5467;1.962;0.00
2;815;CHA;CC;3.748;11.24;65481.000;0.5498;1.974;0.00
2;816;CHA;CC;3.748;11.24;65482.000;0.5530;1.985;0.00
2;817;CHA;CC;3.748;11.24;65481.000;0.5561;1.997;0.00
2;818;CHA;CC;3.749;11.25;65482.000;0.5592;2.009;0.00
2;819;CHA;CC;3.749;11.25;65481.000;0.5623;2.021;0.00
2;820;CHA;CC;3.749;11.23;65482.000;0.5655;2.032;0.00
2;821;CHA;CC;3.750;11.25;65482.000;0.5686;2.044;0.00
2;822;CHA;CC;3.750;11.24;65481.000;0.5717;2.056;0.00
2;823;CHA;CC;3.750;11.24;65482.000;0.5748;2.067;0.00
2;824;CHA;CC;3.751;11.24;65483.000;0.5779;2.079;0.00
2;825;CHA;CC;3.751;11.24;65483.000;0.5811;2.091;0.00
2;826;CHA;CC;3.751;11.25;65482.000;0.5842;2.103;0.00
2;827;CHA;CC;3.751;11.24;65482.000;0.5873;2.114;0.00
2;828;CHA;CC;3.752;11.24;65482.000;0.5904;2.126;0.00
2;829;CHA;CC;3.752;11.24;65482.000;0.5936;2.138;0.00
2;830;CHA;CC;3.752;11.24;65482.000;0.5967;2.149;0.00
2;831;CHA;CC;3.753;11.24;65483.000;0.5998;2.161;0.00
2;832;CHA;CC;3.753;11.24;65482.000;0.6029;2.173;0.00
2;833;CHA;CC;3.753;11.24;65483.000;0.6060;2.185;0.00
2;834;CHA;CC;3.753;11.24;65483.000;0.6092;2.196;0.00
2;835;CHA;CC;3.754;11.24;65483.000;0.6123;2.208;0.00
2;836;CHA;CC;3.754;11.24;65483.000;0.6154;2.220;0.00
2;837;CHA;CC;3.755;11.24;65482.000;0.6185;2.231;0.00
2;838;CHA;CC;3.755;11.25;65484.000;0.6217;2.243;0.00
2;839;CHA;CC;3.756;11.24;65483.000;0.6248;2.255;0.00
2;840;CHA;CC;3.756;11.25;65484.000;0.6279;2.267;0.00
2;841;CHA;CC;3.756;11.24;65483.000;0.6310;2.278;0.00
2;842;CHA;CC;3.757;11.25;65483.000;0.6342;2.290;0.00
2;843;CHA;CC;3.757;11.24;65483.000;0.6373;2.302;0.00
2;844;CHA;CC;3.757;11.24;65483.000;0.6404;2.314;0.00
2;845;CHA;CC;3.758;11.24;65483.000;0.6435;2.325;0.00
2;846;CHA;CC;3.758;11.24;65483.000;0.6467;2.337;0.00
2;847;CHA;CC;3.758;11.24;65483.000;0.6498;2.349;0.00
2;848;CHA;CC;3.759;11.24;65483.000;0.6529;2.361;0.00
2;849;CHA;CC;3.759;11.23;65483.000;0.6560;2.372;0.00
2;850;CHA;CC;3.759;11.23;65483.000;0.6591;2.384;0.00
2;851;CHA;CC;3.760;11.24;65483.000;0.6623;2.396;0.00
2;852;CHA;CC;3.761;11.26;65483.000;0.6654;2.407;0.00
2;853;CHA;CC;3.761;11.25;65483.000;0.6685;2.419;0.00
2;854;CHA;CC;3.761;11.25;65483.000;0.6716;2.431;0.00
2;855;CHA;CC;3.762;11.25;65483.000;0.6748;2.443;0.00
2;856;CHA;CC;3.762;11.25;65483.000;0.6779;2.455;0.00
2;857;CHA;CC;3.763;11.24;65484.000;0.6810;2.466;0.00
2;858;CHA;CC;3.763;11.25;65482.000;0.6841;2.478;0.00
2;859;CHA;CC;3.763;11.24;65482.000;0.6873;2.490;0.00
2;860;CHA;CC;3.764;11.24;65482.000;0.6904;2.502;0.00
2;861;CHA;CC;3.764;11.25;65483.000;0.6935;2.513;0.00
2;862;CHA;CC;3.765;11.25;65483.000;0.6966;2.525;0.00
2;863;CHA;CC;3.765;11.25;65482.000;0.6998;2.537;0.00
2;864;CHA;CC;3.766;11.25;65483.000;0.7029;2.549;0.00
2;865;CHA;CC;3.766;11.24;65483.000;0.7060;2.560;0.00
2;866;CHA;CC;3.767;11.24;65483.000;0.7091;2.572;0.00
2;867;CHA;CC;3.767;11.24;65483.000;0.7122;2.584;0.00
2;868;CHA;CC;3.768;11.25;65483.000;0.7154;2.596;0.00
2;869;CHA;CC;3.768;11.24;65483.000;0.7185;2.607;0.00
2;870;CHA;CC;3.768;11.24;65483.000;0.7216;2.619;0.00
2;871;CHA;CC;3.769;11.24;65482.000;0.7247;2.631;0.00
2;872;CHA;CC;3.769;11.24;65482.000;0.7279;2.643;0.00
2;873;CHA;CC;3.769;11.24;65482.000;0.7310;2.654;0.00
2;874;CHA;CC;3.770;11.24;65483.000;0.7341;2.666;0.00
2;875;CHA;CC;3.770;11.24;65482.000;0.7372;2.678;0.00
2;876;CHA;CC;3.771;11.24;65482.000;0.7404;2.690;0.00
2;877;CHA;CC;3.772;11.23;65483.000;0.7435;2.702;0.00
2;878;CHA;CC;3.772;11.23;65483.000;0.7466;2.713;0.00
2;879;CHA;CC;3.773;11.24;65481.000;0.7497;2.725;0.00
2;880;CHA;CC;3.773;11.24;65482.000;0.7528;2.737;0.00
2;881;CHA;CC;3.773;11.24;65482.000;0.7560;2.749;0.00
2;882;CHA;CC;3.774;11.24;65482.000;0.7591;2.760;0.00
2;883;CHA;CC;3.774;11.24;65482.000;0.7622;2.772;0.00
2;884;CHA;CC;3.775;11.23;65482.000;0.7653;2.784;0.00
2;885;CHA;CC;3.775;11.24;65482.000;0.7684;2.796;0.00
2;886;CHA;CC;3.776;11.24;65481.000;0.7716;2.808;0.00
2;887;CHA;CC;3.776;11.24;65481.000;0.7747;2.819;0.00
2;888;CHA;CC;3.777;11.24;65482.000;0.7778;2.831;0.00
2;889;CHA;CC;3.777;11.24;65482.000;0.7809;2.843;0.00
2;890;CHA;CC;3.778;11.24;65482.000;0.7841;2.855;0.00
2;891;CHA;CC;3.778;11.23;65482.000;0.7872;2.867;0.00
2;892;CHA;CC;3.779;11.24;65480.000;0.7903;2.878;0.00
2;893;CHA;CC;3.779;11.23;65482.000;0.7934;2.890;0.00
2;894;CHA;CC;3.780;11.24;65481.000;0.7965;2.902;0.00
2;895;CHA;CC;3.780;11.24;65481.000;0.7997;2.914;0.00
2;896;CHA;CC;3.781;11.24;65482.000;0.8028;2.926;0.00
2;897;CHA;CC;3.781;11.24;65482.000;0.8059;2.937;0.00
2;898;CHA;CC;3.782;11.23;65482.000;0.8090;2.949;0.00
2;899;CHA;CC;3.782;11.25;65481.000;0.8122;2.961;0.00
2;900;CHA;CC;3.783;11.26;65482.000;0.8153;2.973;0.00
2;901;CHA;CC;3.783;11.26;65482.000;0.8184;2.985;0.00
2;902;CHA;CC;3.784;11.25;65482.000;0.8215;2.996;0.00
2;903;CHA;CC;3.784;11.25;65482.000;0.8247;3.008;0.00
2;904;CHA;CC;3.785;11.25;65481.000;0.8278;3.020;0.00
2;905;CHA;CC;3.785;11.25;65483.000;0.8309;3.032;0.00
2;906;CHA;CC;3.786;11.25;65483.000;0.8340;3.044;0.00
2;907;CHA;CC;3.786;11.25;65483.000;0.8372;3.056;0.00
2;908;CHA;CC;3.786;11.25;65483.000;0.8403;3.067;0.00
2;909;CHA;CC;3.787;11.24;65483.000;0.8434;3.079;0.00
2;910;CHA;CC;3.788;11.25;65483.000;0.8465;3.091;0.00
2;911;CHA;CC;3.788;11.26;65483.000;0.8497;3.103;0.00
2;912;CHA;CC;3.789;11.25;65483.000;0.8528;3.115;0.00
2;913;CHA;CC;3.789;11.25;65483.000;0.8559;3.127;0.00
2;914;CHA;CC;3.789;11.24;65483.000;0.8590;3.138;0.00
2;915;CHA;CC;3.790;11.25;65483.000;0.8622;3.150;0.00
2;916;CHA;CC;3.790;11.26;65483.000;0.8653;3.162;0.00
2;917;CHA;CC;3.791;11.26;65483.000;0.8684;3.174;0.00
2;918;CHA;CC;3.791;11.25;65482.000;0.8715;3.186;0.00
2;919;CHA;CC;3.791;11.25;65483.000;0.8747;3.198;0.00
2;920;CHA;CC;3.792;11.24;65482.000;0.8778;3.210;0.00
2;921;CHA;CC;3.792;11.24;65482.000;0.8809;3.221;0.00
2;922;CHA;CC;3.793;11.25;65482.000;0.8840;3.233;0.00
2;923;CHA;CC;3.793;11.25;65483.000;0.8872;3.245;0.00
2;924;CHA;CC;3.794;11.24;65483.000;0.8903;3.257;0.00
2;925;CHA;CC;3.794;11.24;65483.000;0.8934;3.269;0.00
2;926;CHA;CC;3.795;11.25;65483.000;0.8965;3.281;0.00
2;927;CHA;CC;3.795;11.26;65483.000;0.8997;3.293;0.00
2;928;CHA;CC;3.795;11.24;65483.000;0.9028;3.304;0.00
2;929;CHA;CC;3.796;11.25;65483.000;0.9059;3.316;0.00
2;930;CHA;CC;3.796;11.24;65484.000;0.9090;3.328;0.00
2;931;CHA;CC;3.796;11.24;65482.000;0.9121;3.340;0.00
2;932;CHA;CC;3.797;11.24;65483.000;0.9153;3.352;0.00
2;933;CHA;CC;3.797;11.24;65483.000;0.9184;3.364;0.00
2;934;CHA;CC;3.798;11.25;65481.000;0.9215;3.376;0.00
2;935;CHA;CC;3.798;11.24;65481.000;0.9246;3.387;0.00
2;936;CHA;CC;3.799;11.25;65482.000;0.9278;3.399;0.00
2;937;CHA;CC;3.799;11.25;65481.000;0.9309;3.411;0.00
2;938;CHA;CC;3.800;11.24;65481.000;0.9340;3.423;0.00
2;939;CHA;CC;3.800;11.23;65481.000;0.9371;3.435;0.00
2;940;CHA;CC;3.800;11.23;65482.000;0.9402;3.447;0.00
2;941;CHA;CC;3.801;11.24;65482.000;0.9434;3.459;0.00
2;942;CHA;CC;3.801;11.23;65481.000;0.9465;3.470;0.00
2;943;CHA;CC;3.801;11.25;65482.000;0.9496;3.482;0.00
2;944;CHA;CC;3.802;11.25;65482.000;0.9527;3.494;0.00
2;945;CHA;CC;3.802;11.24;65482.000;0.9559;3.506;0.00
2;946;CHA;CC;3.802;11.24;65482.000;0.9590;3.518;0.00
2;947;CHA;CC;3.803;11.25;65482.000;0.9621;3.530;0.00
2;948;CHA;CC;3.803;11.24;65482.000;0.9652;3.542;0.00
2;949;CHA;CC;3.803;11.25;65482.000;0.9684;3.554;0.00
2;950;CHA;CC;3.804;11.24;65482.000;0.9715;3.565;0.00
2;951;CHA;CC;3.804;11.24;65483.000;0.9746;3.577;0.00
2;952;CHA;CC;3.804;11.24;65482.000;0.9777;3.589;0.00
2;953;CHA;CC;3.805;11.24;65483.000;0.9808;3.601;0.00
2;954;CHA;CC;3.805;11.24;65482.000;0.9840;3.613;0.00
2;955;CHA;CC;3.806;11.24;65483.000;0.9871;3.625;0.00
2;956;CHA;CC;3.806;11.24;65483.000;0.9902;3.637;0.00
2;957;CHA;CC;3.806;11.25;65482.000;0.9933;3.649;0.00
2;958;CHA;CC;3.807;11.26;65483.000;0.9965;3.660;0.00
2;959;CHA;CC;3.807;11.25;65483.000;0.9996;3.672;0.00
2;960;CHA;CC;3.807;11.24;65483.000;1.0027;3.684;0.00
2;961;CHA;CC;3.808;11.25;65483.000;1.0058;3.696;0.00
2;962;CHA;CC;3.808;11.25;65483.000;1.0090;3.708;0.00
2;963;CHA;CC;3.808;11.25;65483.000;1.0121;3.720;0.00
2;964;CHA;CC;3.809;11.24;65483.000;1.0152;3.732;0.00
2;965;CHA;CC;3.809;11.24;65483.000;1.0183;3.744;0.00
2;966;CHA;CC;3.809;11.24;65483.000;1.0215;3.756;0.00
2;967;CHA;CC;3.810;11.25;65482.000;1.0246;3.768;0.00
2;968;CHA;CC;3.810;11.25;65483.000;1.0277;3.779;0.00
2;969;CHA;CC;3.811;11.25;65483.000;1.0308;3.791;0.00
2;970;CHA;CC;3.811;11.25;65483.000;1.0339;3.803;0.00
2;971;CHA;CC;3.811;11.24;65483.000;1.0371;3.815;0.00
2;972;CHA;CC;3.812;11.24;65482.000;1.0402;3.827;0.00
2;973;CHA;CC;3.812;11.25;65483.000;1.0433;3.839;0.00
2;974;CHA;CC;3.812;11.25;65483.000;1.0464;3.851;0.00
2;975;CHA;CC;3.813;11.25;65483.000;1.0496;3.863;0.00
2;976;CHA;CC;3.813;11.25;65482.000;1.0527;3.875;0.00
2;977;CHA;CC;3.813;11.25;65482.000;1.0558;3.887;0.00
2;978;CHA;CC;3.814;11.26;65483.000;1.0589;3.899;0.00
2;979;CHA;CC;3.814;11.25;65482.000;1.0621;3.910;0.00
2;980;CHA;CC;3.814;11.24;65482.000;1.0652;3.922;0.00
2;981;CHA;CC;3.815;11.24;65483.000;1.0683;3.934;0.00
2;982;CHA;CC;3.815;11.25;65482.000;1.0714;3.946;0.00
2;983;CHA;CC;3.816;11.26;65483.000;1.0746;3.958;0.00
2;984;CHA;CC;3.816;11.25;65483.000;1.0777;3.970;0.00
2;985;CHA;CC;3.817;11.24;65483.000;1.0808;3.982;0.00
2;986;CHA;CC;3.817;11.25;65483.000;1.0839;3.994;0.00
2;987;CHA;CC;3.817;11.25;65483.000;1.0871;4.006;0.00
2;988;CHA;CC;3.818;11.24;65483.000;1.0902;4.018;0.00
2;989;CHA;CC;3.818;11.24;65484.000;1.0933;4.030;0.00
2;990;CHA;CC;3.818;11.24;65484.000;1.0964;4.042;0.00
2;991;CHA;CC;3.819;11.24;65483.000;1.0996;4.054;0.00
