cycle;time;mode;cc/cv;voltage;current;temperature;cumul.Ah;cumul.Wh;DCresistance
1;448;DSCH;CC;3.739;-45.02;65477.000;-1.8173;-7.058;0.00
1;449;DSCH;CC;3.737;-45.02;65478.000;-1.8298;-7.105;0.00
1;450;DSCH;CC;3.736;-45.02;65477.000;-1.8423;-7.151;0.00
1;451;DSCH;CC;3.735;-45.03;65478.000;-1.8548;-7.198;0.00
1;452;DSCH;CC;3.733;-45.02;65478.000;-1.8673;-7.245;0.00
1;453;DSCH;CC;3.732;-45.02;65477.000;-1.8798;-7.292;0.00
1;454;DSCH;CC;3.731;-45.02;65477.000;-1.8923;-7.338;0.00
1;455;DSCH;CC;3.729;-45.01;65475.000;-1.9048;-7.385;0.00
1;456;DSCH;CC;3.728;-45.01;65476.000;-1.9173;-7.431;0.00
1;457;DSCH;CC;3.727;-45.02;65476.000;-1.9298;-7.478;0.00
1;458;DSCH;CC;3.726;-45.02;65476.000;-1.9423;-7.525;0.00
1;459;DSCH;CC;3.724;-45.02;65476.000;-1.9548;-7.571;0.00
1;460;DSCH;CC;3.723;-45.02;65476.000;-1.9673;-7.618;0.00
1;461;DSCH;CC;3.722;-45.02;65477.000;-1.9798;-7.664;0.00
1;462;DSCH;CC;3.721;-45.02;65477.000;-1.9923;-7.711;0.00
1;463;DSCH;CC;3.719;-45.02;65477.000;-2.0048;-7.757;0.00
1;464;DSCH;CC;3.718;-45.02;65477.000;-2.0173;-7.804;0.00
1;465;DSCH;CC;3.717;-45.02;65477.000;-2.0298;-7.850;0.00
1;466;DSCH;CC;3.716;-45.02;65476.000;-2.0424;-7.897;0.00
1;467;DSCH;CC;3.714;-45.02;65477.000;-2.0549;-7.943;0.00
1;468;DSCH;CC;3.713;-45.02;65476.000;-2.0674;-7.990;0.00
1;469;DSCH;CC;3.712;-45.02;65476.000;-2.0799;-8.036;0.00
1;470;DSCH;CC;3.711;-45.01;65477.000;-2.0924;-8.083;0.00
1;471;DSCH;CC;3.710;-45.01;65477.000;-2.1049;-8.129;0.00
1;472;DSCH;CC;3.709;-45.01;65477.000;-2.1174;-8.175;0.00
1;473;DSCH;CC;3.708;-45.02;65476.000;-2.1299;-8.222;0.00
1;474;DSCH;CC;3.707;-45.02;65476.000;-2.1424;-8.268;0.00
1;475;DSCH;CC;3.706;-45.02;65477.000;-2.1549;-8.314;0.00
1;476;DSCH;CC;3.705;-45.02;65477.000;-2.1674;-8.361;0.00
1;477;DSCH;CC;3.703;-45.02;65477.000;-2.1799;-8.407;0.00
1;478;DSCH;CC;3.702;-45.02;65477.000;-2.1924;-8.453;0.00
1;479;DSCH;CC;3.701;-45.01;65477.000;-2.2049;-8.500;0.00
1;480;DSCH;CC;3.700;-45.01;65477.000;-2.2174;-8.546;0.00
1;481;DSCH;CC;3.699;-45.02;65478.000;-2.2299;-8.592;0.00
1;482;DSCH;CC;3.698;-45.02;65478.000;-2.2424;-8.638;0.00
1;483;DSCH;CC;3.697;-45.02;65478.000;-2.2549;-8.685;0.00
1;484;DSCH;CC;3.696;-45.02;65477.000;-2.2674;-8.731;0.00
1;485;DSCH;CC;3.695;-45.02;65477.000;-2.2799;-8.777;0.00
1;486;DSCH;CC;3.694;-45.02;65477.000;-2.2925;-8.823;0.00
1;487;DSCH;CC;3.693;-45.01;65477.000;-2.3050;-8.869;0.00
1;488;DSCH;CC;3.692;-45.02;65477.000;-2.3175;-8.916;0.00
1;489;DSCH;CC;3.691;-45.01;65477.000;-2.3300;-8.962;0.00
1;490;DSCH;CC;3.690;-45.02;65477.000;-2.3425;-9.008;0.00
1;491;DSCH;CC;3.689;-45.02;65478.000;-2.3550;-9.054;0.00
1;492;DSCH;CC;3.688;-45.02;65477.000;-2.3675;-9.100;0.00
1;493;DSCH;CC;3.687;-45.02;65477.000;-2.3800;-9.146;0.00
1;494;DSCH;CC;3.686;-45.02;65477.000;-2.3925;-9.192;0.00
1;495;DSCH;CC;3.685;-45.02;65477.000;-2.4050;-9.238;0.00
1;496;DSCH;CC;3.684;-45.01;65477.000;-2.4175;-9.284;0.00
1;497;DSCH;CC;3.683;-45.02;65477.000;-2.4300;-9.330;0.00
1;498;DSCH;CC;3.682;-45.02;65477.000;-2.4425;-9.376;0.00
1;499;DSCH;CC;3.681;-45.01;65477.000;-2.4550;-9.423;0.00
1;500;DSCH;CC;3.680;-45.01;65477.000;-2.4675;-9.469;0.00
1;501;DSCH;CC;3.679;-45.01;65477.000;-2.4800;-9.515;0.00
1;502;DSCH;CC;3.679;-45.01;65478.000;-2.4925;-9.561;0.00
1;503;DSCH;CC;3.678;-45.02;65478.000;-2.5050;-9.607;0.00
1;504;DSCH;CC;3.677;-45.01;65478.000;-2.5175;-9.653;0.00
1;505;DSCH;CC;3.676;-45.03;65478.000;-2.5300;-9.698;0.00
1;506;DSCH;CC;3.675;-45.02;65478.000;-2.5425;-9.744;0.00
1;507;DSCH;CC;3.674;-45.01;65479.000;-2.5550;-9.790;0.00
1;508;DSCH;CC;3.673;-45.00;65477.000;-2.5675;-9.836;0.00
1;509;DSCH;CC;3.673;-45.00;65478.000;-2.5800;-9.882;0.00
1;510;DSCH;CC;3.672;-45.00;65478.000;-2.5925;-9.928;0.00
1;511;DSCH;CC;3.670;-45.00;65477.000;-2.6050;-9.974;0.00
1;512;DSCH;CC;3.670;-45.01;65477.000;-2.6175;-10.020;0.00
1;513;DSCH;CC;3.669;-45.01;65478.000;-2.6301;-10.066;0.00
1;514;DSCH;CC;3.668;-45.01;65477.000;-2.6426;-10.112;0.00
1;515;DSCH;CC;3.668;-45.02;65477.000;-2.6551;-10.157;0.00
1;516;DSCH;CC;3.667;-45.01;65477.000;-2.6676;-10.203;0.00
1;517;DSCH;CC;3.666;-45.02;65476.000;-2.6801;-10.249;0.00
1;518;DSCH;CC;3.665;-45.00;65476.000;-2.6926;-10.295;0.00
1;519;DSCH;CC;3.664;-45.01;65476.000;-2.7051;-10.341;0.00
1;520;DSCH;CC;3.664;-45.01;65476.000;-2.7176;-10.387;0.00
1;521;DSCH;CC;3.663;-45.02;65476.000;-2.7301;-10.432;0.00
1;522;DSCH;CC;3.662;-45.02;65476.000;-2.7426;-10.478;0.00
1;523;DSCH;CC;3.661;-45.01;65476.000;-2.7551;-10.524;0.00
1;524;DSCH;CC;3.660;-45.00;65476.000;-2.7676;-10.570;0.00
1;525;DSCH;CC;3.659;-45.01;65476.000;-2.7801;-10.615;0.00
1;526;DSCH;CC;3.658;-45.01;65476.000;-2.7926;-10.661;0.00
1;527;DSCH;CC;3.657;-45.01;65476.000;-2.8051;-10.707;0.00
1;528;DSCH;CC;3.657;-45.01;65476.000;-2.8176;-10.753;0.00
1;529;DSCH;CC;3.656;-45.01;65476.000;-2.8301;-10.798;0.00
1;530;DSCH;CC;3.655;-45.02;65476.000;-2.8426;-10.844;0.00
1;531;DSCH;CC;3.654;-45.02;65476.000;-2.8551;-10.890;0.00
1;532;DSCH;CC;3.653;-45.01;65476.000;-2.8676;-10.935;0.00
1;533;DSCH;CC;3.652;-45.02;65477.000;-2.8801;-10.981;0.00
1;534;DSCH;CC;3.651;-45.03;65476.000;-2.8926;-11.027;0.00
1;535;DSCH;CC;3.651;-45.02;65476.000;-2.9051;-11.072;0.00
1;536;DSCH;CC;3.649;-45.02;65476.000;-2.9176;-11.118;0.00
1;537;DSCH;CC;3.648;-45.01;65476.000;-2.9301;-11.164;0.00
1;538;DSCH;CC;3.647;-45.02;65476.000;-2.9426;-11.209;0.00
1;539;DSCH;CC;3.646;-45.01;65476.000;-2.9551;-11.255;0.00
1;540;DSCH;CC;3.646;-45.02;65477.000;-2.9677;-11.300;0.00
1;541;DSCH;CC;3.645;-45.02;65477.000;-2.9802;-11.346;0.00
1;542;DSCH;CC;3.644;-45.01;65476.000;-2.9927;-11.392;0.00
1;543;DSCH;CC;3.643;-45.00;65477.000;-3.0052;-11.437;0.00
1;544;DSCH;CC;3.642;-45.01;65477.000;-3.0177;-11.483;0.00
1;545;DSCH;CC;3.641;-45.02;65477.000;-3.0302;-11.528;0.00
1;546;DSCH;CC;3.640;-45.01;65477.000;-3.0427;-11.574;0.00
1;547;DSCH;CC;3.639;-45.02;65477.000;-3.0552;-11.619;0.00
1;548;DSCH;CC;3.637;-45.03;65478.000;-3.0677;-11.665;0.00
1;549;DSCH;CC;3.636;-45.01;65477.000;-3.0802;-11.710;0.00
1;550;DSCH;CC;3.635;-45.01;65477.000;-3.0927;-11.756;0.00
1;551;DSCH;CC;3.634;-45.01;65476.000;-3.1052;-11.801;0.00
1;552;DSCH;CC;3.633;-45.02;65477.000;-3.1177;-11.846;0.00
1;553;DSCH;CC;3.632;-45.02;65477.000;-3.1302;-11.892;0.00
1;554;DSCH;CC;3.631;-45.02;65477.000;-3.1427;-11.937;0.00
1;555;DSCH;CC;3.630;-45.01;65477.000;-3.1552;-11.983;0.00
1;556;DSCH;CC;3.629;-45.02;65477.000;-3.1677;-12.028;0.00
1;557;DSCH;CC;3.628;-45.03;65477.000;-3.1802;-12.073;0.00
1;558;DSCH;CC;3.626;-45.01;65476.000;-3.1927;-12.119;0.00
1;559;DSCH;CC;3.625;-45.02;65477.000;-3.2052;-12.164;0.00
1;560;DSCH;CC;3.624;-45.03;65477.000;-3.2177;-12.209;0.00
1;561;DSCH;CC;3.623;-45.01;65476.000;-3.2302;-12.255;0.00
1;562;DSCH;CC;3.621;-45.02;65477.000;-3.2428;-12.300;0.00
1;563;DSCH;CC;3.620;-45.01;65477.000;-3.2553;-12.345;0.00
1;564;DSCH;CC;3.619;-45.01;65477.000;-3.2678;-12.391;0.00
1;565;DSCH;CC;3.617;-45.03;65477.000;-3.2803;-12.436;0.00
1;566;DSCH;CC;3.616;-45.03;65477.000;-3.2928;-12.481;0.00
1;567;DSCH;CC;3.615;-45.02;65477.000;-3.3053;-12.526;0.00
1;568;DSCH;CC;3.614;-45.01;65477.000;-3.3178;-12.571;0.00
1;569;DSCH;CC;3.613;-45.01;65478.000;-3.3303;-12.617;0.00
1;570;DSCH;CC;3.611;-45.03;65477.000;-3.3428;-12.662;0.00
1;571;DSCH;CC;3.610;-45.03;65477.000;-3.3553;-12.707;0.00
1;572;DSCH;CC;3.609;-45.02;65477.000;-3.3678;-12.752;0.00
1;573;DSCH;CC;3.608;-45.03;65476.000;-3.3803;-12.797;0.00
1;574;DSCH;CC;3.607;-45.01;65478.000;-3.3928;-12.842;0.00
1;575;DSCH;CC;3.605;-45.04;65478.000;-3.4053;-12.887;0.00
1;576;DSCH;CC;3.604;-45.01;65479.000;-3.4178;-12.932;0.00
1;577;DSCH;CC;3.603;-45.02;65478.000;-3.4303;-12.977;0.00
1;578;DSCH;CC;3.602;-45.01;65479.000;-3.4428;-13.023;0.00
1;579;DSCH;CC;3.600;-45.01;65478.000;-3.4553;-13.068;0.00
1;580;DSCH;CC;3.599;-45.01;65478.000;-3.4678;-13.113;0.00
1;581;DSCH;CC;3.598;-45.04;65478.000;-3.4804;-13.158;0.00
1;582;DSCH;CC;3.597;-45.03;65476.000;-3.4929;-13.203;0.00
1;583;DSCH;CC;3.595;-45.02;65476.000;-3.5054;-13.247;0.00
1;584;DSCH;CC;3.594;-45.02;65476.000;-3.5179;-13.292;0.00
1;585;DSCH;CC;3.593;-45.02;65476.000;-3.5304;-13.337;0.00
1;586;DSCH;CC;3.591;-45.02;65476.000;-3.5429;-13.382;0.00
1;587;DSCH;CC;3.590;-45.02;65476.000;-3.5554;-13.427;0.00
1;588;DSCH;CC;3.589;-45.02;65476.000;-3.5679;-13.472;0.00
1;589;DSCH;CC;3.587;-45.02;65475.000;-3.5804;-13.517;0.00
1;590;DSCH;CC;3.586;-45.01;65475.000;-3.5929;-13.562;0.00
1;591;DSCH;CC;3.585;-45.02;65475.000;-3.6054;-13.607;0.00
1;592;DSCH;CC;3.583;-45.03;65476.000;-3.6179;-13.651;0.00
1;593;DSCH;CC;3.581;-45.03;65475.000;-3.6304;-13.696;0.00
1;594;DSCH;CC;3.580;-45.02;65475.000;-3.6429;-13.741;0.00
1;595;DSCH;CC;3.578;-45.01;65475.000;-3.6554;-13.786;0.00
1;596;DSCH;CC;3.576;-45.02;65475.000;-3.6679;-13.830;0.00
1;597;DSCH;CC;3.574;-45.02;65475.000;-3.6804;-13.875;0.00
1;598;DSCH;CC;3.572;-45.05;65475.000;-3.6930;-13.920;0.00
1;599;DSCH;CC;3.570;-45.04;65475.000;-3.7055;-13.964;0.00
1;600;DSCH;CC;3.567;-45.01;65475.000;-3.7180;-14.009;0.00
1;601;DSCH;CC;3.564;-45.01;65476.000;-3.7305;-14.054;0.00
1;602;DSCH;CC;3.561;-45.03;65475.000;-3.7430;-14.098;0.00
1;603;DSCH;CC;3.557;-45.03;65475.000;-3.7555;-14.143;0.00
1;604;DSCH;CC;3.553;-45.04;65476.000;-3.7680;-14.187;0.00
1;605;DSCH;CC;3.548;-45.05;65476.000;-3.7805;-14.231;0.00
1;606;DSCH;CC;3.543;-45.04;65476.000;-3.7930;-14.276;0.00
1;607;DSCH;CC;3.538;-45.05;65476.000;-3.8055;-14.320;0.00
1;608;DSCH;CC;3.532;-45.06;65476.000;-3.8181;-14.364;0.00
1;609;DSCH;CC;3.525;-45.07;65476.000;-3.8306;-14.408;0.00
1;610;DSCH;CC;3.518;-45.07;65475.000;-3.8431;-14.452;0.00
1;611;DSCH;CC;3.511;-45.06;65475.000;-3.8556;-14.496;0.00
1;612;DSCH;CC;3.503;-45.11;65476.000;-3.8681;-14.540;0.00
1;613;DSCH;CC;3.494;-45.16;65477.000;-3.8807;-14.584;0.00
1;614;DSCH;CC;3.485;-45.15;65477.000;-3.8932;-14.628;0.00
1;615;DSCH;CC;3.475;-45.12;65476.000;-3.9058;-14.671;0.00
1;616;DSCH;CC;3.465;-45.08;65477.000;-3.9183;-14.715;0.00
1;617;DSCH;CC;3.453;-45.05;65476.000;-3.9308;-14.758;0.00
1;618;DSCH;CC;3.441;-45.06;65476.000;-3.9433;-14.801;0.00
1;619;DSCH;CC;3.428;-45.09;65477.000;-3.9558;-14.844;0.00
1;620;DSCH;CC;3.414;-45.19;65477.000;-3.9684;-14.887;0.00
1;621;DSCH;CC;3.399;-45.30;65478.000;-3.9810;-14.930;0.00
1;622;DSCH;CC;3.383;-45.17;65477.000;-3.9935;-14.972;0.00
1;623;DSCH;CC;3.365;-45.04;65477.000;-4.0060;-15.014;0.00
1;624;DSCH;CC;3.346;-44.99;65476.000;-4.0185;-15.056;0.00
1;625;DSCH;CC;3.324;-45.14;65477.000;-4.0311;-15.098;0.00
1;626;DSCH;CC;3.301;-45.33;65477.000;-4.0437;-15.139;0.00
1;627;DSCH;CC;3.275;-45.13;65477.000;-4.0562;-15.180;0.00
1;628;DSCH;CC;3.246;-44.91;65477.000;-4.0687;-15.221;0.00
1;629;DSCH;CC;3.212;-44.98;65477.000;-4.0812;-15.261;0.00
1;630;DSCH;CC;3.173;-44.91;65476.000;-4.0936;-15.301;0.00
1;631;DSCH;CC;3.127;-45.02;65476.000;-4.1062;-15.340;0.00
1;632;DSCH;CC;3.069;-45.08;65477.000;-4.1187;-15.378;0.00
1;633;DSCH;CC;2.992;-44.97;65476.000;-4.1312;-15.415;0.00
1;634;DSCH;CC;2.880;-44.96;65477.000;-4.1437;-15.451;0.00
2;635;OFF;CC;2.763;-33.75;65491.000;-4.1530;-15.477;0.00
2;639;CHA;CC;2.914;7.69;65482.000;0.0021;0.006;0.00
2;640;CHA;CC;2.944;9.02;65482.000;0.0046;0.014;0.00
2;641;CHA;CC;2.982;9.38;65482.000;0.0072;0.021;0.00
2;642;CHA;CC;3.017;9.60;65483.000;0.0099;0.029;0.00
2;643;CHA;CC;3.051;10.25;65483.000;0.0128;0.038;0.00
2;644;CHA;CC;3.082;11.00;65482.000;0.0158;0.048;0.00
2;645;CHA;CC;3.111;11.42;65483.000;0.0190;0.057;0.00
2;646;CHA;CC;3.137;11.52;65483.000;0.0222;0.067;0.00
2;647;CHA;CC;3.161;11.41;65482.000;0.0254;0.077;0.00
2;648;CHA;CC;3.182;11.30;65482.000;0.0285;0.087;0.00
2;649;CHA;CC;3.200;11.23;65481.000;0.0316;0.097;0.00
2;650;CHA;CC;3.217;11.21;65482.000;0.0347;0.107;0.00
2;651;CHA;CC;3.233;11.19;65482.000;0.0378;0.117;0.00
2;652;CHA;CC;3.248;11.19;65483.000;0.0409;0.128;0.00
2;653;CHA;CC;3.262;11.22;65482.000;0.0441;0.138;0.00
2;654;CHA;CC;3.275;11.25;65482.000;0.0472;0.148;0.00
2;655;CHA;CC;3.287;11.24;65482.000;0.0503;0.158;0.00
2;656;CHA;CC;3.299;11.25;65481.000;0.0534;0.169;0.00
2;657;CHA;CC;3.311;11.24;65482.000;0.0566;0.179;0.00
2;658;CHA;CC;3.321;11.23;65482.000;0.0597;0.189;0.00
2;659;CHA;CC;3.332;11.22;65482.000;0.0628;0.200;0.00
2;660;CHA;CC;3.342;11.22;65481.000;0.0659;0.210;0.00
2;661;CHA;CC;3.351;11.23;65481.000;0.0690;0.220;0.00
2;662;CHA;CC;3.360;11.23;65482.000;0.0721;0.231;0.00
2;663;CHA;CC;3.369;11.23;65482.000;0.0753;0.241;0.00
2;664;CHA;CC;3.378;11.23;65482.000;0.0784;0.252;0.00
2;665;CHA;CC;3.386;11.24;65482.000;0.0815;0.263;0.00
2;666;CHA;CC;3.394;11.25;65482.000;0.0846;0.273;0.00
2;667;CHA;CC;3.402;11.24;65482.000;0.0878;0.284;0.00
2;668;CHA;CC;3.410;11.24;65483.000;0.0909;0.294;0.00
2;669;CHA;CC;3.417;11.23;65482.000;0.0940;0.305;0.00
2;670;CHA;CC;3.424;11.23;65482.000;0.0971;0.316;0.00
2;671;CHA;CC;3.431;11.23;65481.000;0.1002;0.327;0.00
2;672;CHA;CC;3.438;11.23;65482.000;0.1034;0.337;0.00
2;673;CHA;CC;3.444;11.23;65482.000;0.1065;0.348;0.00
2;674;CHA;CC;3.451;11.23;65482.000;0.1096;0.359;0.00
2;675;CHA;CC;3.457;11.24;65482.000;0.1127;0.370;0.00
2;676;CHA;CC;3.463;11.25;65483.000;0.1158;0.380;0.00
2;677;CHA;CC;3.469;11.25;65482.000;0.1190;0.391;0.00
2;678;CHA;CC;3.475;11.26;65482.000;0.1221;0.402;0.00
2;679;CHA;CC;3.480;11.26;65481.000;0.1252;0.413;0.00
2;680;CHA;CC;3.486;11.25;65481.000;0.1284;0.424;0.00
2;681;CHA;CC;3.491;11.25;65482.000;0.1315;0.435;0.00
2;682;CHA;CC;3.497;11.25;65481.000;0.1346;0.446;0.00
2;683;CHA;CC;3.502;11.24;65482.000;0.1377;0.457;0.00
2;684;CHA;CC;3.507;11.24;65482.000;0.1408;0.468;0.00
2;685;CHA;CC;3.512;11.23;65481.000;0.1440;0.479;0.00
2;686;CHA;CC;3.517;11.24;65482.000;0.1471;0.490;0.00
2;687;CHA;CC;3.521;11.24;65481.000;0.1502;0.501;0.00
2;688;CHA;CC;3.526;11.23;65482.000;0.1533;0.512;0.00
2;689;CHA;CC;3.531;11.23;65482.000;0.1564;0.523;0.00
2;690;CHA;CC;3.535;11.24;65483.000;0.1596;0.534;0.00
2;691;CHA;CC;3.540;11.25;65482.000;0.1627;0.545;0.00
2;692;CHA;CC;3.544;11.25;65482.000;0.1658;0.556;0.00
2;693;CHA;CC;3.548;11.24;65482.000;0.1689;0.567;0.00
2;694;CHA;CC;3.553;11.24;65483.000;0.1721;0.578;0.00
2;695;CHA;CC;3.557;11.24;65483.000;0.1752;0.589;0.00
2;696;CHA;CC;3.561;11.23;65482.000;0.1783;0.600;0.00
2;697;CHA;CC;3.565;11.23;65482.000;0.1814;0.611;0.00
2;698;CHA;CC;3.569;11.23;65483.000;0.1845;0.622;0.00
2;699;CHA;CC;3.573;11.23;65482.000;0.1877;0.633;0.00
2;700;CHA;CC;3.576;11.23;65483.000;0.1908;0.645;0.00
2;701;CHA;CC;3.580;11.23;65483.000;0.1939;0.656;0.00
2;702;CHA;CC;3.584;11.23;65483.000;0.1970;0.667;0.00
2;703;CHA;CC;3.588;11.23;65483.000;0.2001;0.678;0.00
2;704;CHA;CC;3.591;11.23;65483.000;0.2033;0.689;0.00
2;705;CHA;CC;3.595;11.24;65483.000;0.2064;0.701;0.00
2;706;CHA;CC;3.598;11.24;65483.000;0.2095;0.712;0.00
2;707;CHA;CC;3.602;11.24;65482.000;0.2126;0.723;0.00
2;708;CHA;CC;3.605;11.24;65483.000;0.2158;0.734;0.00
2;709;CHA;CC;3.608;11.24;65483.000;0.2189;0.746;0.00
2;710;CHA;CC;3.612;11.23;65483.000;0.2220;0.757;0.00
2;711;CHA;CC;3.615;11.23;65483.000;0.2251;0.768;0.00
2;712;CHA;CC;3.618;11.24;65483.000;0.2282;0.779;0.00
2;713;CHA;CC;3.621;11.24;65483.000;0.2314;0.791;0.00
2;714;CHA;CC;3.624;11.24;65483.000;0.2345;0.802;0.00
2;715;CHA;CC;3.628;11.24;65483.000;0.2376;0.813;0.00
2;716;CHA;CC;3.631;11.24;65481.000;0.2407;0.825;0.00
2;717;CHA;CC;3.634;11.23;65481.000;0.2438;0.836;0.00
2;718;CHA;CC;3.637;11.23;65481.000;0.2470;0.847;0.00
2;719;CHA;CC;3.640;11.23;65481.000;0.2501;0.859;0.00
2;720;CHA;CC;3.642;11.23;65481.000;0.2532;0.870;0.00
2;721;CHA;CC;3.645;11.23;65481.000;0.2563;0.882;0.00
2;722;CHA;CC;3.648;11.24;65482.000;0.2594;0.893;0.00
2;723;CHA;CC;3.651;11.24;65481.000;0.2626;0.904;0.00
2;724;CHA;CC;3.654;11.23;65482.000;0.2657;0.916;0.00
2;725;CHA;CC;3.657;11.23;65482.000;0.2688;0.927;0.00
2;726;CHA;CC;3.659;11.24;65482.000;0.2719;0.939;0.00
2;727;CHA;CC;3.662;11.24;65482.000;0.2751;0.950;0.00
2;728;CHA;CC;3.664;11.24;65481.000;0.2782;0.961;0.00
2;729;CHA;CC;3.667;11.24;65481.000;0.2813;0.973;0.00
2;730;CHA;CC;3.669;11.23;65481.000;0.2844;0.984;0.00
2;731;CHA;CC;3.672;11.23;65481.000;0.2875;0.996;0.00
2;732;CHA;CC;3.674;11.23;65481.000;0.2907;1.007;0.00
2;733;CHA;CC;3.676;11.23;65482.000;0.2938;1.019;0.00
2;734;CHA;CC;3.679;11.23;65482.000;0.2969;1.030;0.00
2;735;CHA;CC;3.681;11.24;65482.000;0.3000;1.042;0.00
2;736;CHA;CC;3.684;11.24;65482.000;0.3031;1.053;0.00
2;737;CHA;CC;3.686;11.23;65482.000;0.3063;1.065;0.00
2;738;CHA;CC;3.689;11.24;65482.000;0.3094;1.076;0.00
2;739;CHA;CC;3.691;11.24;65482.000;0.3125;1.088;0.00
2;740;CHA;CC;3.693;11.24;65482.000;0.3156;1.099;0.00
2;741;CHA;CC;3.695;11.23;65482.000;0.3187;1.111;0.00
2;742;CHA;CC;3.697;11.23;65482.000;0.3219;1.122;0.00
2;743;CHA;CC;3.700;11.23;65483.000;0.3250;1.134;0.00
2;744;CHA;CC;3.702;11.23;65483.000;0.3281;1.145;0.00
2;745;CHA;CC;3.704;11.24;65483.000;0.3312;1.157;0.00
2;746;CHA;CC;3.706;11.24;65482.000;0.3343;1.169;0.00
2;747;CHA;CC;3.708;11.24;65482.000;0.3375;1.180;0.00
2;748;CHA;CC;3.710;11.23;65482.000;0.3406;1.192;0.00
2;749;CHA;CC;3.712;11.24;65482.000;0.3437;1.203;0.00
2;750;CHA;CC;3.714;11.23;65482.000;0.3468;1.215;0.00
2;751;CHA;CC;3.716;11.24;65482.000;0.3500;1.226;0.00
2;752;CHA;CC;3.718;11.23;65482.000;0.3531;1.238;0.00
2;753;CHA;CC;3.719;11.24;65482.000;0.3562;1.250;0.00
2;754;CHA;CC;3.721;11.24;65481.000;0.3593;1.261;0.00
2;755;CHA;CC;3.723;11.23;65482.000;0.3624;1.273;0.00
2;756;CHA;CC;3.724;11.24;65482.000;0.3656;1.285;0.00
2;757;CHA;CC;3.726;11.25;65482.000;0.3687;1.296;0.00
2;758;CHA;CC;3.728;11.24;65482.000;0.3718;1.308;0.00
2;759;CHA;CC;3.729;11.24;65481.000;0.3749;1.319;0.00
2;760;CHA;CC;3.730;11.24;65481.000;0.3781;1.331;0.00
2;761;CHA;CC;3.731;11.24;65482.000;0.3812;1.343;0.00
2;762;CHA;CC;3.732;11.24;65482.000;0.3843;1.354;0.00
2;763;CHA;CC;3.733;11.24;65482.000;0.3874;1.366;0.00
2;764;CHA;CC;3.734;11.25;65482.000;0.3905;1.378;0.00
2;765;CHA;CC;3.734;11.24;65481.000;0.3937;1.389;0.00
2;766;CHA;CC;3.735;11.24;65482.000;0.3968;1.401;0.00
2;767;CHA;CC;3.735;11.23;65482.000;0.3999;1.413;0.00
2;768;CHA;CC;3.736;11.24;65482.000;0.4030;1.424;0.00
2;769;CHA;CC;3.736;11.24;65482.000;0.4062;1.436;0.00
2;770;CHA;CC;3.736;11.24;65482.000;0.4093;1.448;0.00
2;771;CHA;CC;3.737;11.24;65481.000;0.4124;1.459;0.00
2;772;CHA;CC;3.737;11.24;65482.000;0.4155;1.471;0.00
2;773;CHA;CC;3.737;11.23;65481.000;0.4186;1.483;0.00
2;774;CHA;CC;3.738;11.24;65481.000;0.4218;1.494;0.00
2;775;CHA;CC;3.738;11.24;65482.000;0.4249;1.506;0.00
2;776;CHA;CC;3.738;11.23;65482.000;0.4280;1.518;0.00
2;777;CHA;CC;3.739;11.26;65482.000;0.4311;1.529;0.00
2;778;CHA;CC;3.739;11.24;65482.000;0.4343;1.541;0.00
2;779;CHA;CC;3.739;11.24;65482.000;0.4374;1.553;0.00
2;780;CHA;CC;3.739;11.23;65481.000;0.4405;1.564;0.00
2;781;CHA;CC;3.740;11.24;65482.000;0.4436;1.576;0.00
2;782;CHA;CC;3.740;11.25;65482.000;0.4467;1.588;0.00
2;783;CHA;CC;3.740;11.25;65482.000;0.4499;1.599;0.00
2;784;CHA;CC;3.740;11.24;65482.000;0.4530;1.611;0.00
2;785;CHA;CC;3.740;11.24;65482.000;0.4561;1.623;0.00
2;786;CHA;CC;3.741;11.24;65483.000;0.4592;1.634;0.00
2;787;CHA;CC;3.741;11.24;65481.000;0.4624;1.646;0.00
2;788;CHA;CC;3.741;11.25;65480.000;0.4655;1.658;0.00
2;789;CHA;CC;3.741;11.25;65480.000;0.4686;1.670;0.00
2;790;CHA;CC;3.742;11.25;65480.000;0.4717;1.681;0.00
2;791;CHA;CC;3.742;11.24;65481.000;0.4749;1.693;0.00
2;792;CHA;CC;3.742;11.25;65481.000;0.4780;1.705;0.00
2;793;CHA;CC;3.742;11.24;65481.000;0.4811;1.716;0.00
2;794;CHA;CC;3.742;11.24;65481.000;0.4842;1.728;0.00
2;795;CHA;CC;3.743;11.25;65481.000;0.4873;1.740;0.00
2;796;CHA;CC;3.743;11.24;65481.000;0.4905;1.751;0.00
2;797;CHA;CC;3.743;11.25;65481.000;0.4936;1.763;0.00
2;798;CHA;CC;3.744;11.25;65481.000;0.4967;1.775;0.00
2;799;CHA;CC;3.744;11.25;65481.000;0.4998;1.786;0.00
2;800;CHA;CC;3.744;11.25;65481.000;0.5030;1.798;0.00
2;801;CHA;CC;3.744;11.25;65481.000;0.5061;1.810;0.00
2;802;CHA;CC;3.745;11.25;65481.000;0.5092;1.822;0.00
2;803;CHA;CC;3.745;11.25;65481.000;0.5123;1.833;0.00
2;804;CHA;CC;3.745;11.25;65481.000;0.5155;1.845;0.00
2;805;CHA;CC;3.745;11.26;65481.000;0.5186;1.857;0.00
2;806;CHA;CC;3.746;11.25;65480.000;0.5217;1.868;0.00
